term,category,color
personal robbery,crime_related,orange
criminal threats,crime_related,orange
drug trafficking,crime_related,orange
2011 U.K. census,crime_related,orange
UK Land Registry,crime_related,orange
U.S. Census data,crime_related,orange
pseudo R-squared,statistical,plum
0.19 for Model 2,statistical,plum
Bars: OR = 1.065,statistical,plum
aggregation bias,other,lightcoral
and small hotels,other,lightcoral
Street segments,geographic,yellow
500 m on a side,quantitative,lightblue
R version 3.0.2,methods,lightgreen
Ordnance Survey,crime_related,orange
1.000 (Model 2),statistical,plum
subway stations,statistical,plum
871 burglaries),other,lightcoral
resulting in 44,other,lightcoral
street segments,other,lightcoral
2014 - May 30th,other,lightcoral
sports stadiums,other,lightcoral
United Kingdom,geographic,yellow
Baltimore City,geographic,yellow
Street segment,geographic,yellow
Neighbourhoods,geographic,yellow
0.063km² to 12,quantitative,lightblue
"421
Total: 38",quantitative,lightblue
1287 residents,quantitative,lightblue
Street robbery,crime_related,orange
street robbery,crime_related,orange
any-crime-type,crime_related,orange
US 2000 Census,crime_related,orange
Study of Peers,crime_related,orange
2011 UK Census,crime_related,orange
2001 UK census,crime_related,orange
US Census data,crime_related,orange
Daodaotong Map,crime_related,orange
Maximum = 5.69,statistical,plum
marriage halls,statistical,plum
χ 2 (4) = 17.8,statistical,plum
mobility flows,statistical,plum
street corners,other,lightcoral
single parcels,other,lightcoral
to December 31,other,lightcoral
In future work,other,lightcoral
000 robberies,geographic,yellow
United States,geographic,yellow
Neighborhoods,geographic,yellow
census blocks,geographic,yellow
neighborhoods,geographic,yellow
118 residents,quantitative,lightblue
000 residents,quantitative,lightblue
pickpocketing,crime_related,orange
environmental,crime_related,orange
LISA database,crime_related,orange
hazard ratios,statistical,plum
or Cohen's d),statistical,plum
Adults = 1.63,statistical,plum
semi-detached,statistical,plum
street blocks,other,lightcoral
November 2017,other,lightcoral
2004 and 2005,other,lightcoral
High Wycombe,geographic,yellow
Beaconsfield,geographic,yellow
census tract,geographic,yellow
block groups,geographic,yellow
Census units,geographic,yellow
GeoDa 1.14.0,methods,lightgreen
ArcGIS V10.3,methods,lightgreen
drug dealing,crime_related,orange
sex offences,crime_related,orange
2003 to 2009,other,lightcoral
second-order,other,lightcoral
Netherlands,geographic,yellow
New Zealand,geographic,yellow
Sendai City,geographic,yellow
Bournemouth,geographic,yellow
communities,geographic,yellow
Communities,geographic,yellow
3197.26 km²,quantitative,lightblue
Mixed Logit,methods,lightgreen
ICTCE 5.5.0,methods,lightgreen
Stata 10 SE,methods,lightgreen
ArcGIS 10.6,methods,lightgreen
other theft,crime_related,orange
U.S. Census,crime_related,orange
census data,crime_related,orange
Police data,crime_related,orange
Census data,crime_related,orange
e b = 1.003,statistical,plum
e b = 1.184,statistical,plum
e b = 1.261,statistical,plum
e b = 1.010,statistical,plum
e b = 0.659,statistical,plum
e b = 1.027,statistical,plum
e b = 0.996,statistical,plum
e b = 0.866,statistical,plum
e b = 1.178,statistical,plum
restaurants,statistical,plum
odds ratios,statistical,plum
health-care,statistical,plum
August 6-11,other,lightcoral
Birmingham,geographic,yellow
Manchester,geographic,yellow
Zoetermeer,geographic,yellow
Grid cells,geographic,yellow
127.68 km²,quantitative,lightblue
420.32 km²,quantitative,lightblue
400 sq. km,quantitative,lightblue
Stata 14.0,methods,lightgreen
Stata 13.0,methods,lightgreen
robberies),crime_related,orange
burglaries,crime_related,orange
Tamil Nadu,crime_related,orange
BRP system,crime_related,orange
OR = 0.636,statistical,plum
OR = 0.673,statistical,plum
OR = 1.027,statistical,plum
OR = 0.772,statistical,plum
OR = 1.008,statistical,plum
OR = 1.015,statistical,plum
OR = 1.011,statistical,plum
workplaces,other,lightcoral
Area level,other,lightcoral
Australia,geographic,yellow
The Hague,geographic,yellow
Amsterdam,geographic,yellow
community,geographic,yellow
shootings,crime_related,orange
homicides,crime_related,orange
Snatching,crime_related,orange
vandalism,crime_related,orange
Baidu API,crime_related,orange
LISA data,crime_related,orange
p = 0.013,statistical,plum
p = 0.915,statistical,plum
OR = 1.02,statistical,plum
OR = 1.24,statistical,plum
OR = 1.01,statistical,plum
OR = 0.69,statistical,plum
OR = 0.64,statistical,plum
OR = 0.67,statistical,plum
OR = 0.62,statistical,plum
OR = 1.25,statistical,plum
OR = 1.46,statistical,plum
Table 3).,statistical,plum
bus stops,statistical,plum
1996-1998,other,lightcoral
1969-1989,other,lightcoral
January 1,other,lightcoral
1996-2001,other,lightcoral
1996-2004,other,lightcoral
2005-2014,other,lightcoral
2009-2018,other,lightcoral
2012-2016,other,lightcoral
2006-2009,other,lightcoral
2013-2016,other,lightcoral
2004-2005,other,lightcoral
2002-2007,other,lightcoral
Richmond,geographic,yellow
Brisbane,geographic,yellow
Rijswijk,geographic,yellow
200x200m,quantitative,lightblue
0.958km²,quantitative,lightblue
1.62 km²,quantitative,lightblue
1.68 km²,quantitative,lightblue
0.68 km²,quantitative,lightblue
0.66 km²,quantitative,lightblue
2.96 km²,quantitative,lightblue
6.76 km²,quantitative,lightblue
150 km^2,quantitative,lightblue
around 7,quantitative,lightblue
Stata 14,methods,lightgreen
Graffiti,crime_related,orange
burglary,crime_related,orange
bombings,crime_related,orange
Burglary,crime_related,orange
forgery),crime_related,orange
violence,crime_related,orange
property,crime_related,orange
Claritas,crime_related,orange
POI data,crime_related,orange
p < .001,statistical,plum
siblings,statistical,plum
p < 0.05,statistical,plum
p < 0.01,statistical,plum
recorded,other,lightcoral
June 1st,other,lightcoral
Belgium,geographic,yellow
Chicago,geographic,yellow
Belfast,geographic,yellow
ZG City,geographic,yellow
Chennai,geographic,yellow
ZG city,geographic,yellow
000 km²,quantitative,lightblue
156 km²,quantitative,lightblue
assault,crime_related,orange
robbery,crime_related,orange
Robbery,crime_related,orange
Mugging,crime_related,orange
traffic,crime_related,orange
weapons,crime_related,orange
schools,crime_related,orange
Δdf = 2,statistical,plum
or BIC),statistical,plum
p < .01,statistical,plum
second-,statistical,plum
Marlow,geographic,yellow
London,geographic,yellow
Suburb,geographic,yellow
270km²,quantitative,lightblue
social,crime_related,orange
bridge,statistical,plum
Theory,other,lightcoral
July 1,other,lightcoral
litter,other,lightcoral
Japan,geographic,yellow
China,geographic,yellow
India,geographic,yellow
Ghent,geographic,yellow
Poole,geographic,yellow
Tampa,geographic,yellow
Delft,geographic,yellow
Perth,geographic,yellow
house,geographic,yellow
wards,geographic,yellow
000-4,quantitative,lightblue
000-3,quantitative,lightblue
Stata,methods,lightgreen
STATA,methods,lightgreen
2005),methods,lightgreen
theft,crime_related,orange
Theft,crime_related,orange
drugs,crime_related,orange
other,crime_related,orange
parks,statistical,plum
845.3,statistical,plum
banks,statistical,plum
urban,other,lightcoral
LSOAs,other,lightcoral
sizes,other,lightcoral
York,geographic,yellow
4558,quantitative,lightblue
2517,quantitative,lightblue
2153,quantitative,lightblue
1616,quantitative,lightblue
1973,quantitative,lightblue
1971,quantitative,lightblue
2643,quantitative,lightblue
1636,quantitative,lightblue
4006,quantitative,lightblue
1174,quantitative,lightblue
3436,quantitative,lightblue
1262,quantitative,lightblue
7860,quantitative,lightblue
1573,quantitative,lightblue
3860,quantitative,lightblue
1540,quantitative,lightblue
2844,quantitative,lightblue
5956,quantitative,lightblue
7700,quantitative,lightblue
4900,quantitative,lightblue
ATMs,statistical,plum
1997,other,lightcoral
2001,other,lightcoral
2005,other,lightcoral
2011,other,lightcoral
2013,other,lightcoral
2016,other,lightcoral
2017,other,lightcoral
2002,other,lightcoral
503,quantitative,lightblue
589,quantitative,lightblue
300,quantitative,lightblue
233,quantitative,lightblue
262,quantitative,lightblue
594,quantitative,lightblue
134,quantitative,lightblue
286,quantitative,lightblue
895,quantitative,lightblue
890,quantitative,lightblue
198,quantitative,lightblue
765,quantitative,lightblue
653,quantitative,lightblue
687,quantitative,lightblue
844,quantitative,lightblue
193,quantitative,lightblue
334,quantitative,lightblue
652,quantitative,lightblue
304,quantitative,lightblue
201,quantitative,lightblue
821,quantitative,lightblue
305,quantitative,lightblue
142,quantitative,lightblue
000,quantitative,lightblue
984,quantitative,lightblue
291,quantitative,lightblue
158,quantitative,lightblue
650,quantitative,lightblue
155,quantitative,lightblue
655,quantitative,lightblue
938,quantitative,lightblue
369,quantitative,lightblue
459,quantitative,lightblue
637,quantitative,lightblue
165,quantitative,lightblue
150,quantitative,lightblue
721,quantitative,lightblue
299,quantitative,lightblue
393,quantitative,lightblue
105,quantitative,lightblue
337,quantitative,lightblue
548,quantitative,lightblue
078,quantitative,lightblue
679,quantitative,lightblue
182,quantitative,lightblue
972,quantitative,lightblue
120,quantitative,lightblue
124,quantitative,lightblue
358,quantitative,lightblue
088,quantitative,lightblue
140,quantitative,lightblue
639,quantitative,lightblue
283,quantitative,lightblue
420,quantitative,lightblue
179,quantitative,lightblue
871,quantitative,lightblue
276,quantitative,lightblue
761,quantitative,lightblue
524,quantitative,lightblue
500,quantitative,lightblue
957,quantitative,lightblue
195,quantitative,lightblue
675,quantitative,lightblue
